Date,ABBV,ACN,AEP,AIZ,ALLE,AMAT,AMP,AMZN,AVB,AVY,AXP,BDX,BF-B,BMY,BR,CARR,CDW,CE,CHTR,CNC,CNP,COP,CTAS,CZR,DG,DPZ,DXC,EWA,EWC,EWG,EWH,EWJ,EWL,EWQ,EWT,EWU,EWY,EWZ,FTV,GOOG,GPC,GSG,HIG,HIGH.L,HST,HYG,IAU,ICLN,IEAA.L,IEF,IEFM.L,IEMG,IEUS,IEVL.L,IGF,INDA,IUMO.L,IUVL.L,IVV,IWM,IXN,JPEA.L,JPM,KR,LQD,MCHI,META,MVEU.L,OGN,PG,PPL,PRU,PYPL,REET,ROL,ROST,SEGA.L,SHY,SLV,SPMV.L,TLT,UNH,URI,V,VRSK,VXX,WRK,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY,XOM
2022-02-01,125.67200469970703,341.5260314941406,81.14425659179688,144.98069763183594,116.24476623535156,135.8450927734375,295.9722900390625,151.19349670410156,225.75657653808594,198.81382751464844,177.86985778808594,239.09210205078125,65.61954498291016,60.17884826660156,147.2053680419922,45.41787338256836,184.44046020507812,149.05169677734375,596.8900146484375,76.94999694824219,26.500669479370117,82.9459228515625,377.8083190917969,80.80000305175781,203.12518310546875,445.03778076171875,30.790000915527344,21.186561584472656,36.96897506713867,30.491811752319336,22.246593475341797,62.0373420715332,47.97892379760742,36.16881561279297,49.07848358154297,31.814468383789062,70.27196502685547,26.94391441345215,69.9525146484375,137.8784942626953,126.9093017578125,19.260000228881836,68.53559875488281,5.447000026702881,15.820298194885254,74.59144592285156,34.27000045776367,18.290306091308594,5.265999794006348,105.98094177246094,780.7999877929688,56.7340087890625,61.93697738647461,7.598999977111816,44.816532135009766,45.80312728881836,11.362500190734863,9.265000343322754,439.2646789550781,197.01756286621094,58.93473815917969,5.763999938964844,141.43458557128906,41.77802658081055,117.23992919921875,59.669559478759766,318.6618957519531,54.08000183105469,29.067113876342773,150.89869689941406,27.294092178344727,101.68388366699219,175.8000030517578,26.764324188232422,30.124914169311523,95.85010528564453,107.16999816894531,80.3632583618164,20.940000534057617,79.6050033569336,132.24708557128906,453.8384094238281,323.8341979980469,228.3727569580078,193.67620849609375,79.36000061035156,43.11357116699219,81.78484344482422,73.00143432617188,62.65200424194336,37.921775817871094,98.32855987548828,159.1649627685547,71.54122161865234,63.67487335205078,126.98040771484375,182.48228454589844,73.88665771484375
2022-02-02,127.1580581665039,347.37237548828125,82.54945373535156,146.64857482910156,116.41912841796875,137.95220947265625,300.8810729980469,150.6125030517578,232.3590087890625,193.33267211914062,178.47068786621094,242.3400421142578,66.4848861694336,59.81883239746094,148.1366729736328,45.861915588378906,189.50430297851562,150.20530700683594,600.239990234375,78.81999969482422,26.7271728515625,83.55301666259766,381.8368835449219,77.5,200.76487731933594,438.86187744140625,30.690000534057617,21.314743041992188,37.12189865112305,30.567380905151367,22.265254974365234,62.985809326171875,47.9885139465332,36.3194465637207,49.26683807373047,32.1021728515625,70.77266693115234,26.759597778320312,70.93302154541016,148.0364990234375,127.81660461425781,19.31999969482422,69.48590087890625,5.448999881744385,15.647250175476074,74.70591735839844,34.380001068115234,18.212141036987305,5.260000228881836,106.19799041748047,789.7999877929688,56.67720413208008,62.54087829589844,7.614500045776367,45.13726043701172,46.07261657714844,11.444999694824219,9.297499656677246,443.4845275878906,195.06057739257812,59.368953704833984,5.804999828338623,140.3023681640625,41.74962615966797,117.24910736083984,59.158023834228516,322.65765380859375,54.375,29.366683959960938,153.6003875732422,27.46976089477539,102.69474029541016,132.57000732421875,27.05524253845215,30.54237174987793,94.67314910888672,107.26000213623047,80.3822021484375,20.93000030517578,80.8949966430664,132.6950225830078,464.85467529296875,320.1151428222656,231.38026428222656,197.1641082763672,77.68000030517578,42.6854133605957,82.04235076904297,74.45970153808594,62.85390090942383,38.180335998535156,99.01213836669922,160.4587860107422,72.39896392822266,64.61604309082031,128.68853759765625,181.39370727539062,73.69469451904297
2022-02-03,129.09359741210938,333.92083740234375,82.83419036865234,145.50790405273438,112.47651672363281,133.78700256347656,292.2738037109375,138.8455047607422,231.04776000976562,186.04055786132812,178.35440063476562,255.47341918945312,66.15431213378906,59.14494705200195,142.46270751953125,44.63596725463867,187.91697692871094,151.16978454589844,610.4500122070312,81.52999877929688,26.566734313964844,82.33882141113281,375.62322998046875,76.36000061035156,199.48269653320312,430.94769287109375,34.90999984741211,21.076692581176758,36.491092681884766,30.29344367980957,22.162609100341797,61.66957473754883,46.981361389160156,35.88639450073242,48.664093017578125,31.777347564697266,69.30907440185547,26.55014419555664,65.41643524169922,142.65049743652344,125.47274017333984,19.399999618530273,68.60212707519531,5.413000106811523,15.556166648864746,74.03684997558594,34.36000061035156,17.752931594848633,5.216000080108643,105.7450180053711,778.9500122070312,56.07122802734375,61.44632339477539,7.552000045776367,44.92973327636719,45.443809509277344,11.404999732971191,9.350000381469727,433.1907043457031,191.36940002441406,57.59262466430664,5.769000053405762,139.14205932617188,42.70579528808594,116.30368041992188,58.760162353515625,237.50799560546875,53.36000061035156,29.00543212890625,155.05514526367188,27.44202423095703,101.43341827392578,124.30000305175781,26.745555877685547,29.823959350585938,91.80366516113281,107.08000183105469,80.3159408569336,20.709999084472656,80.67500305175781,131.65921020507812,473.56500244140625,318.358642578125,227.5668487548828,194.04075622558594,87.12000274658203,42.93671798706055,80.61170959472656,69.47810363769531,62.25739288330078,37.75898742675781,97.43318176269531,155.8031005859375,72.41783905029297,64.3271713256836,128.13844299316406,175.84278869628906,72.83543395996094
2022-02-04,129.0201873779297,335.8052062988281,81.89738464355469,146.72525024414062,115.51823425292969,132.86572265625,295.9722900390625,157.63949584960938,228.360595703125,182.36077880859375,180.10850524902344,253.83998107910156,65.28898620605469,59.99421310424805,143.8931884765625,44.249847412109375,187.26454162597656,147.99264526367188,608.9199829101562,80.56999969482422,26.321361541748047,83.24492645263672,372.4335632324219,78.83000183105469,196.55899047851562,425.3932189941406,36.029998779296875,21.159095764160156,36.691802978515625,30.208431243896484,22.461219787597656,62.153480529785156,46.875850677490234,35.980533599853516,48.58122253417969,31.69382095336914,70.02161407470703,26.54176902770996,63.77236557006836,143.01600646972656,122.69412231445312,19.670000076293945,67.0151138305664,5.364999771118164,15.902266502380371,73.74632263183594,34.38999938964844,17.919029235839844,5.172999858856201,104.93347930908203,772.5999755859375,56.24165725708008,61.09719467163086,7.4679999351501465,44.778804779052734,45.29409408569336,11.305000305175781,9.162500381469727,435.3634338378906,192.19290161132812,57.86893844604492,5.735000133514404,142.75396728515625,42.383914947509766,115.14715576171875,59.110660552978516,236.83871459960938,52.63999938964844,29.18165397644043,152.58963012695312,27.192384719848633,105.8614501953125,126.08000183105469,26.529714584350586,29.561832427978516,91.58968353271484,107.16000366210938,80.15506744384766,20.790000915527344,80.0199966430664,129.71824645996094,468.1392822265625,306.4458312988281,224.47088623046875,194.83885192871094,84.0,42.229331970214844,79.27645874023438,69.6542739868164,63.230167388916016,38.40058898925781,96.38375091552734,156.4303741455078,71.53180694580078,63.81463623046875,127.67523193359375,180.84446716308594,74.41683197021484
2022-02-07,130.7447509765625,332.38433837890625,82.48517608642578,146.40895080566406,116.69036865234375,133.41456604003906,299.63226318359375,157.9355010986328,225.6549835205078,174.80860900878906,182.06607055664062,254.23658752441406,65.31815338134766,61.10197830200195,141.96348571777344,44.134010314941406,186.30043029785156,146.65940856933594,610.75,80.79000091552734,26.500669479370117,84.21448516845703,370.541259765625,80.75,194.83970642089844,421.79058837890625,37.33000183105469,21.333053588867188,36.854286193847656,30.208431243896484,22.517208099365234,62.192195892333984,46.875850677490234,36.02760696411133,48.79218292236328,31.870153427124023,70.2527084350586,26.851755142211914,63.26726150512695,138.93800354003906,121.17250061035156,19.6299991607666,66.73953247070312,5.331999778747559,16.24836540222168,73.6934814453125,34.65999984741211,17.811553955078125,5.1539998054504395,104.96183013916016,778.9000244140625,56.194313049316406,60.663143157958984,7.508999824523926,44.75993728637695,44.84494400024414,11.4399995803833,9.232500076293945,433.81842041015625,193.142333984375,57.44459533691406,5.728000164031982,143.231201171875,42.289241790771484,115.3582763671875,58.70332336425781,224.671630859375,52.7599983215332,29.534088134765625,151.4465789794922,27.081430435180664,106.69337463378906,121.41000366210938,26.407716751098633,29.600666046142578,90.80179595947266,106.81999969482422,80.17401123046875,21.270000457763672,80.11000061035156,129.80224609375,468.6528015136719,309.8705139160156,223.26197814941406,194.1294403076172,81.68000030517578,42.15486526489258,78.88541412353516,68.44068908691406,64.03773498535156,38.5155029296875,96.46076965332031,155.39141845703125,71.66376495361328,63.7214469909668,127.45330047607422,180.47181701660156,75.31265258789062
2022-02-08,131.64370727539062,333.4570007324219,82.84336853027344,149.57215881347656,117.91094207763672,135.9822998046875,302.9080810546875,161.4134979248047,222.07212829589844,177.57322692871094,188.00668334960938,261.0534973144531,65.59038543701172,60.825042724609375,142.8563232421875,44.462215423583984,189.66009521484375,149.6663360595703,609.1199951171875,85.66999816894531,26.60448455810547,82.75563049316406,374.1308898925781,82.36000061035156,196.95724487304688,426.03411865234375,38.81999969482422,21.735910415649414,37.04543685913086,30.321781158447266,22.71317481994629,62.55028533935547,46.85666275024414,36.197059631347656,49.28944396972656,32.00936508178711,70.46453857421875,26.90202522277832,64.94104766845703,139.21299743652344,122.97764587402344,19.40999984741211,69.14379119873047,5.3520002365112305,16.548925399780273,73.61427307128906,34.72999954223633,17.850637435913086,5.1579999923706055,104.62208557128906,771.2000122070312,56.67720413208008,60.700889587402344,7.568999767303467,45.071231842041016,45.004642486572266,11.414999961853027,9.2524995803833,437.26580810546875,196.436279296875,58.174861907958984,5.695000171661377,145.9260711669922,43.07501220703125,114.92687225341797,59.35695266723633,219.94662475585938,52.68000030517578,29.736738204956055,151.1065216064453,27.303333282470703,108.53616333007812,120.26000213623047,26.29510498046875,29.523000717163086,92.8736572265625,106.02999877929688,80.08882904052734,21.450000762939453,80.16000366210938,128.93438720703125,478.0606689453125,317.3381652832031,224.0286102294922,195.27236938476562,78.0,43.858192443847656,80.10621643066406,68.41131591796875,62.66118621826172,39.05177307128906,97.42356872558594,157.31251525878906,71.93710327148438,63.76805877685547,128.4955291748047,183.01185607910156,73.36561584472656
2022-02-09,131.359375,343.5649719238281,82.80631256103516,159.65609741210938,121.26266479492188,141.3236083984375,306.596923828125,161.1894989013672,229.6995391845703,181.89840698242188,190.33253479003906,261.7616271972656,66.07652282714844,61.97895431518555,144.83404541015625,46.315608978271484,184.98580932617188,151.86009216308594,614.75,85.94999694824219,26.66111183166504,84.2235336303711,381.9539794921875,86.87000274658203,199.89064025878906,431.8896179199219,38.630001068115234,22.083831787109375,37.54243087768555,30.81297492980957,22.92780113220215,63.41164779663086,47.691165924072266,36.82780075073242,49.914791107177734,32.259944915771484,71.73556518554688,26.994182586669922,65.84232330322266,141.4530029296875,124.8489761352539,19.6299991607666,69.390869140625,5.377999782562256,16.80394172668457,74.00162506103516,34.869998931884766,18.495487213134766,5.172999858856201,104.76365661621094,791.4500122070312,57.54827880859375,62.2294921875,7.688000202178955,45.722110748291016,45.59352493286133,11.704999923706055,9.407500267028809,443.71630859375,200.1662139892578,59.43803405761719,5.734000205993652,146.5343017578125,42.74365997314453,115.31238555908203,60.66420364379883,231.7541046142578,53.189998626708984,30.476856231689453,150.76641845703125,27.303333282470703,108.41091918945312,122.94000244140625,26.839401245117188,30.53599739074707,94.76068115234375,106.61000061035156,80.07939147949219,21.530000686645508,81.12999725341797,129.1769561767578,482.6047668457031,327.93603515625,226.90834045410156,196.12957763671875,74.83999633789062,44.11880874633789,81.85160827636719,70.33937072753906,63.18428039550781,39.30075454711914,98.76181030273438,160.8018035888672,71.9559555053711,64.04762268066406,129.48951721191406,185.43423461914062,73.014404296875
2022-02-10,130.90988159179688,330.8671875,80.9626693725586,155.8314971923828,116.91316986083984,136.98196411132812,304.54345703125,159.0034942626953,223.46653747558594,179.88514709472656,189.4700469970703,256.7574768066406,65.41536712646484,61.39738082885742,140.6001739501953,45.514404296875,178.568359375,151.31163024902344,606.52001953125,84.1500015258789,26.066545486450195,83.28118133544922,372.27752685546875,86.48999786376953,196.3064422607422,425.888427734375,37.810001373291016,21.882402420043945,37.19835662841797,30.463476181030273,22.834484100341797,62.405120849609375,46.9909553527832,36.272369384765625,49.688758850097656,32.13001251220703,70.90747833251953,27.170122146606445,65.12923431396484,138.6024932861328,120.39749908447266,19.5,69.33385467529297,5.366000175476074,16.88591194152832,73.02442932128906,34.72999954223633,18.026504516601562,5.1529998779296875,103.80113220214844,786.5999755859375,57.14114761352539,61.3708381652832,7.705999851226807,45.241024017333984,44.974700927734375,11.744999885559082,9.432499885559082,435.875244140625,197.09507751464844,57.95775604248047,5.698999881744385,145.9260711669922,42.76259231567383,113.74281311035156,60.152671813964844,227.82827758789062,53.025001525878906,30.353504180908203,148.47093200683594,26.628379821777344,108.58088684082031,119.0199966430664,26.435871124267578,30.12689971923828,93.93389129638672,105.7699966430664,79.67244720458984,21.420000076293945,80.33000183105469,127.12408447265625,471.57879638671875,319.5852966308594,222.0796661376953,191.82388305664062,81.83999633789062,43.6696662902832,81.37472534179688,69.331298828125,62.789676666259766,38.95601272583008,97.14434051513672,156.59701538085938,71.18303680419922,62.426151275634766,127.46292877197266,182.2371063232422,72.3119888305664
2022-02-11,130.2677459716797,318.10174560546875,81.20354461669922,155.218017578125,115.15013885498047,129.84716796875,293.0712890625,153.2935028076172,222.23837280273438,176.75442504882812,185.88436889648438,254.90692138671875,65.32787322998047,61.73893356323242,138.84327697753906,43.92164611816406,174.06932067871094,147.10382080078125,604.72998046875,83.31999969482422,25.858917236328125,85.166259765625,366.30780029296875,83.73999786376953,194.87860107421875,419.03271484375,36.84000015258789,21.66266441345215,37.12189865112305,29.821142196655273,22.685178756713867,61.90184783935547,46.66482925415039,35.170928955078125,49.16889572143555,31.981517791748047,70.19493865966797,27.245525360107422,64.63402557373047,134.1300048828125,119.73592376708984,19.93000030517578,67.98441314697266,5.35699987411499,16.4487361907959,72.76913452148438,35.40999984741211,17.557519912719727,5.145999908447266,104.87686920166016,772.0,56.27006530761719,60.191349029541016,7.716000080108643,44.986328125,44.08638381958008,11.449999809265137,9.350000381469727,427.1553955078125,195.09933471679688,56.309715270996094,5.651000022888184,144.0265655517578,43.80397415161133,114.5872573852539,58.94015121459961,219.3173065185547,52.72999954223633,30.591398239135742,147.63961791992188,26.49893569946289,107.2211685180664,115.29000091552734,26.182491302490234,29.93209457397461,91.69667053222656,105.12000274658203,79.91849517822266,21.829999923706055,79.41999816894531,129.009033203125,463.2559814453125,307.0542907714844,221.1936492919922,190.07009887695312,92.95999908447266,43.47317123413086,80.1157455444336,67.8338851928711,64.61590576171875,38.41016387939453,95.66165924072266,151.81393432617188,70.92855834960938,62.46342468261719,125.69690704345703,177.0000457763672,74.13272857666016
2022-02-14,131.1759033203125,315.1544189453125,79.84165954589844,155.27554321289062,114.62703704833984,129.229736328125,290.1309509277344,155.16700744628906,219.91134643554688,175.10719299316406,186.40765380859375,253.88722229003906,64.53058624267578,61.6743049621582,139.0545196533203,43.236270904541016,171.48875427246094,145.77999877929688,607.9400024414062,82.01000213623047,25.39647674560547,83.37224578857422,362.31793212890625,81.2300033569336,194.85916137695312,418.2462158203125,36.68000030517578,21.70844078063965,36.806495666503906,29.499977111816406,22.545204162597656,61.90184783935547,46.24277877807617,34.80377960205078,48.671627044677734,31.647409439086914,69.55941772460938,27.454978942871094,64.42604064941406,135.3000030517578,120.08560943603516,20.059999465942383,66.19786071777344,5.34499979019165,16.330333709716797,72.64588165283203,35.58000183105469,17.42073631286621,5.14900016784668,104.15027618408203,753.7000122070312,55.8629264831543,59.54970932006836,7.566999912261963,44.448646545410156,43.31784439086914,11.175000190734863,9.145000457763672,425.7648620605469,194.421142578125,56.05313491821289,5.64300012588501,142.6884765625,43.45209503173828,113.56843566894531,58.485450744628906,217.46925354003906,52.18000030517578,30.291826248168945,148.06471252441406,26.212310791015625,104.63687896728516,114.12000274658203,25.97603416442871,30.03923797607422,91.69667053222656,104.87000274658203,79.7481460571289,22.049999237060547,77.87999725341797,127.4040298461914,459.6420593261719,307.38787841796875,221.83352661132812,188.9862823486328,93.23999786376953,42.84624099731445,79.45765686035156,67.84368133544922,63.092506408691406,37.97923278808594,95.30545043945312,151.76490783691406,70.73062133789062,61.932254791259766,124.41341400146484,178.01016235351562,72.99593353271484
